1889,46,52.6,63,70,78.7,88.3,88.6,86.5,79.3,67,57.3,53.6,69.2
1890,45.8,49.2,56.7,65.3,75.4,81.6,90.5,87.1,78.5,65.8,56.2,48,66.7
1891,47.3,52.3,58,64.5,73.6,79.7,91.9,89.2,77.1,69.3,56.4,47.9,67.3
1892,45.8,53.9,56,58,67.6,71.4,77.4,78,71.2,60.8,53.2,44.6,61.5
1893,45.7,52.2,55.8,62.7,75,79.4,87.9,85.1,72.2,63.3,56.7,51.9,65.6
1894,45.8,48.3,56.8,66.4,74.7,76.4,84.3,85.9,79.1,67.3,58.8,51,66.2
1895,48.6,57,58.1,65.2,75,85.9,87,86.4,73.7,70.9,53.8,45.2,67.1
1896,53.8,56.1,60,59.6,70.4,86.8,91.7,85.3,75.3,69.1,54.8,51.8,67.9
1897,47.6,50.7,50.4,68.5,78,80.7,88.6,86.8,73.6,62.5,54.3,45.1,65.6
1898,44.2,54.9,56.7,68.8,67.7,83.1,88.7,86.3,77,68.4,53.7,43.4,66.1
1899,51,52.4,58.9,65.4,68.9,83.7,89,74.4,75.8,60.3,55.1,45.1,65
1900,48.2,51,59.6,58.6,67.7,79.3,-,74.4,68.7,62.8,56.3,45,-
1901,-,49,51.8,59.4,67,74.8,81.8,82.6,69.8,65.8,56.9,46,-
1902,42.6,52.8,53.4,59.7,64.8,76.3,78.4,77.6,75.4,-,-,47.2,-
1903,44.9,45.1,54.8,58.4,69.2,77.3,76.2,77.3,71.5,65.6,55.2,45,61.7
1904,44.2,53.8,55,60.8,71,77.2,79.2,83.7,75.5,66.4,59.2,47.4,64.4
1905,-,54.6,59.2,63.6,68.6,75,81.3,79.4,77.1,64.2,51.4,45.8,-
1906,52.8,53.5,55.4,59.7,66.1,72.4,83.8,82.5,73.8,65.2,52,48.8,63.8
1907,45.7,59.1,52.5,60.3,65.2,71.8,86.5,78.6,71.3,65,58.2,53.3,63.9
1908,48.2,50.8,53.3,62.4,68,73.4,88.8,84.1,72.8,60.7,53.1,42.6,63.2
1909,52.6,50.6,60.6,69.8,82.6,80.3,83.2,88.8,77.6,65.6,56.3,48.2,68
1910,47.4,-,62.8,69,74.6,78.4,86.6,84,77,69.7,60.6,48.5,-
1911,52.7,49.3,54,62.2,-,79,83.4,76.4,71.6,65.6,-,47.8,-
1912,49.5,58.2,57.6,58.9,71.8,76.7,80.2,75.6,73.2,62.9,57.4,47.2,64.1
1913,44.8,51.2,57.2,63.9,70.3,70.6,79.7,82,73.8,70,-,47.6,-
1914,50.6,54.1,60.5,63.2,68.6,75.6,78,81.2,71.7,66.1,57.1,47.8,64.5
1915,48.8,52.6,58.5,62.2,64.6,75.3,81.2,80.2,69.4,68.8,54.7,51.1,64
1916,47.8,55.8,60.2,64.6,64.6,74.4,80.8,77.9,73.8,61.1,46.6,47.6,62.9
1917,46,52.4,52.6,59.8,62.6,76.5,85.6,80.8,74.8,69,57.9,50,64
1918,46.8,51.7,58.4,62.6,64,82.2,80.6,78.6,74.7,66.8,54.8,44.8,63.8
1919,43.8,44.6,48.2,59.2,71,76.2,84.2,81.4,73.4,60.7,52.6,47.4,61.9
1920,47.6,52.6,53.4,59,68.3,74.5,79.4,81.2,71.7,60.4,55.6,49,62.7
1921,47.4,52.8,54.8,59.6,64.4,77.4,84,80.1,72.5,68.4,56.6,51.2,64.1
1922,42.6,51.7,52.6,57.4,69.6,76.7,84.6,78.2,77.8,63.6,50.7,51.2,63.1
1923,46.2,50.6,57.2,60.2,68.2,69.7,80.2,79.3,76,63.2,56.8,45.3,62.7
1924,47.2,56.7,54.4,61.8,73.6,78.2,82.2,80.2,75.6,61.9,55.1,46.8,64.5
1925,48.3,56.2,58.2,62.2,71,78,85,80.4,71.1,64,55.2,48.3,64.8
